author,quote
Ross,"Okay, that's great. (Susan gives her drink to Carol.) No, I'm- Oh."
Carol,Thanks.
Ross,"(picks up a surgical instrament and mimes a duck with it) Quack, quack.."
Carol,Ross? That opens my cervix. (He drops it in horror.)
Rachel,Barry?
Barry,C'mon in.
Rachel,(hesitates) Are you sure?
Barry,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours."
Robbie,Huh?!
Barry,"So, how ya doin?"
Rachel,I'm- uh- I'm okay... You look great!
Barry,"Yeah, well.."
Bernice,"(over intercom) Dr. Farber, Jason Greenstein's gagging."
Barry,(answering the intercom) Be right there. (To Robbie and Rachel) Be back in a sec.
Rachel,I dumped him.
Robbie,Okay.
Ross,"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?"
Carol,Give me a 'for instance'.
Ross,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?"
Carol,Marlon-
Ross,Marlon?!
Carol,"-if it's a boy, Minnie if it's a girl."
Ross,...As in Mouse?
Carol,As in my grandmother.
Ross,"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?"
Carol,Julia..
Susan,We agreed on Minnie.
Ross,"'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?"
Barry,Sorry about that. So. What have you been up to?
Rachel,"Oh, not much. I-I got a job."
Barry,"Oh, that's great."
Rachel,Why are- why are you so tanned?
Barry,"Oh, I, uh- I went to Aruba."
Rachel,Oh no. You went on our honeymoon alone?
Barry,"No. I went with, uh.. Now, this may hurt."
Robbie,Me?!
Barry,No! (To Rachel) I went with Mindy.
Rachel,"Mindy?! My maid of honour, Mindy?!"
Barry,"Yeah, well, uh, we're kind of a thing now."
Rachel,"Oh! Well, um.. (Grabs his forehand) You've got plugs!"
Barry,Careful! They haven't quite taken yet.
Rachel,And you've got lenses! But you hate sticking your finger in your eye!
Barry,"Not for her. Listen, I really wanted to thank you."
Rachel,Okay..
Barry,"See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist."
Rachel,Wow.
Barry,"You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit."
Rachel,What?
Robbie,Me. (Spits.)
Rachel,"Anyway, um, (Gets the ring out of her purse.) I guess this belongs to you. And thank you for giving it to me."
Barry,"Well, thank you for giving it back."
Robbie,Hello?!
Susan,"Oh, please! What's wrong with Helen?"
Ross,Helen Geller? I don't think so.
Carol,Hello? It's not gonna be Helen Geller.
Ross,Thank you!
Carol,"No, I mean it's not Geller."
Ross,"What, it's gonna be Helen Willick?"
Carol,"No, actually, um, we talked about Helen Willick-Bunch."
Ross,"Well, wait a minute, wha- why is she in the title?"
Susan,It's my baby too.
Ross,"Oh, 's'funny, really? Um, I don't remember you making any sperm."
Susan,"Yeah, and we all know what a challenge that is!"
Carol,"All right, you two, stop it!"
Ross,"No no no, she gets a credit, hey, I'm in there too."
Carol,Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.
Ross,"Of course not, I'm... suggesting Geller-Willick-Bunch."
Susan,"Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say all those names, so they'll wind up calling her Geller, then he gets his way!"
Ross,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-"
Dr. Oberman,(entering) Knock knock!How are we today? Any nausea?
All,Yeah. Yeah. A little.
Dr. Oberman,"Well, I was just wondering about the mother-to-be, but.. thanks for sharing. (To Carol) Uh, lie back.."
Ross,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now."
Ross,Oh my God.
Susan,Look at that.
Carol,I know.
Ross,Well? Isn't that amazing?
Joey,What are we supposed to be seeing here?
Chandler,"I dunno, but.. I think it's about to attack the Enterprise."
Phoebe,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato."
Ross,"Then don't do that, alright?"
Phoebe,Okay!
Ross,(walks over to where Monica is standing)Monica. Whaddya think?
Monica,(welling up) Mm-hmm.
Ross,Wh- are you welling up?
Monica,No.
Ross,"You are, you're welling up."
Monica,Am not!
Ross,You're gonna be an aunt.
Monica,(pushes him and starts to cry) Oh shut up!
Rachel,"(on phone) Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. (Slams the phone down.) (To everyone) Okay, I know it was a cheap shot, but I feel so much better now."
Phoebe,(entering) Hi guys!
All,"Hey, Pheebs! Hi!"
Ross,"Hey. Oh, oh, how'd it go?"
Phoebe,"Um, not so good. He walked me to the subway and said 'We should do this again!'"
All,Ohh. Ouch.
Rachel,"What? He said 'we should do it again', that's good, right?"
Monica,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'."
Rachel,Since when?
Joey,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'."
Chandler,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
Phoebe,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'."
Rachel,And everybody knows this?
Joey,Yeah. Cushions the blow.
Chandler,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm."
Ross,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
Monica,"Uh, Ross."
Ross,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
Chandler,"""So how does it feel knowing you're about to die?"""
Joey,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die."""
Chandler,"Hey, that was really good!"
Joey,Thanks! Let's keep going.
Chandler,"Okay. ""So. Whaddya want from me, Damone, huh?"""
Joey,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke."""
Chandler,"""Smoke away."""
Chandler,I think this is probably why Damone smokes in his cell alone.
Joey,What?
Chandler,Relax your hand!
Chandler,Not so much!
Joey,Whoah!
Chandler,Hey!
Joey,Hey!
Chandler,"Alright, now try taking a puff."
Chandler,Alright.. okay. No. Give it to me.
Joey,"No no no, I am not giving you a cigarette."
Chandler,"It's fine, it's fine. Look, do you wanna get this part, or not? Here."
Chandler,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete."
Joey,Y'miss it?
Chandler,"Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my.. God. (He continues to smoke.)"
Monica,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger."
Joey,That's ridiculous!
Ross,Can I use.. either thumb?
Rachel,"(carrying a tray of drinks) Alright, don't tell me, don't tell me! (Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!"
All,"Yeah. Yeah, excellent."
Rachel,(leaving to serve others) Good for me!
Joey,"Y'okay, Phoebe?"
Phoebe,"Yeah- no- I'm just- it's, I haven't worked- It's my bank."
Monica,What did they do to you?
Phoebe,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-"
Phoebe,- and there's five hundred extra dollars in my account.
Chandler,"Oh, Satan's minions at work again..."
Phoebe,"Yes, 'cause now I have to go down there, and deal with them."
Joey,What are you talking about? Keep it!
Phoebe,"It's not mine, I didn't earn it, if I kept it, it would be like stealing."
Rachel,"Yeah, but if you spent it, it would be like shopping!"
Phoebe,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'..."
Monica,We're with you. We got it.
Phoebe,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
Rachel,"Chandler, what are you doing?"
Monica,(puling him up) Hey. Whaddya doing?
All,"Oh! Oh, God!"
Ross,What is this?!
Chandler,"I'm smoking. I'm smoking, I'm smoking."
Phoebe,"Oh, I can't believe you! You've been so good, for three years!"
Chandler,And this- is my reward!
Ross,"Hold on a second, alright? Just think about what you went through the last time you quit."
Chandler,"Okay, so this time I won't quit!"
All,Ohhh! Put it out!
Chandler,"All right! I'm putting it out, I'm putting it out. (He drops it in Phoebe's coffee.)"
Phoebe,"Oh, no! I- I can't drink this now!"
Monica,"Alright. I'm gonna go change, I've got a date."
Rachel,This Alan again? How's it goin'?
Monica,"'S'going pretty good, y'know? It's nice, and, we're having fun."
Joey,So when do we get to meet the guy?
Monica,"Let's see, today's Monday... Never."
All,"Oh, come on! Come on!"
Monica,No. Not after what happened with Steve.
Chandler,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
Monica,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out."
Rachel,"Well, then can we meet him?"
Monica,Nope. Schhorry.
Monica,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
Paula,"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing. I mean, they're your friends, they're just looking out after you."
Monica,"I know. I just wish that once, I'd bring a guy home that they actually liked."
Paula,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy.."
Joey,"Let it go, Ross."
Ross,"Yeah, well, you didn't know Chi Chi."
Monica,Do you all promise?
All,Yeah! We promise! We'll be good!
Monica,(shouts to Chandler) Chandler? Do you promise to be good?
Joey,"You can come in, but your filter-tipped little buddy has to stay outside!"
Ross,"Hey, Pheebs."
Phoebe,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- (Searches in her purse) -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!"
Rachel,What bank is this?
Monica,Hey. It's him. (On the intercom) Who is it?
Alan,(on the intercom) It's Alan.
Joey,(shouting to Chandler) Chandler! He's here!
Monica,"(to all) Okay, please be good, please. Just remember how much you all like me."
Monica,"Hi. Alan, this is everybody. Everybody, this is Alan."
Alan,Hi.
All,"Hi, Alan."
Alan,I've heard schho much about all you guyschh!
Monica,"(to Alan) Thanks. I'll call you tomorrow. (Alan exits, to all) Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?"
Monica,C'mon!
Ross,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
All,Loved him! Yeah! He's great!
Monica,Wait a minute! We're talking about someone that I'm going out with?
All,Yeah!
Rachel,And did you notice...? (She spreads her thumb and index finger.)
The Guys,(reluctantly) Yeah.
Joey,Know what was great? The way his smile was kinda crooked.
Phoebe,"Yes, yes! Like the man in the shoe!"
Ross,...What shoe?
Phoebe,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'"
